issue_id,issue_type,status,priority,assignee,created_at,resolved_at,time_spent_hours,comments,description
PROJ-922,Task,Done,Critical,bob,2027-05-24 10:25:21,2027-05-27 03:25:21,12.0,4,Generated epic related to project feature development.
PROJ-923,Task,Review,Medium,eve,2027-05-25 23:25:21,,,0,Generated bug related to project feature development.
PROJ-924,Bug,Done,Critical,bob,2027-05-27 11:25:21,2027-06-03 12:25:21,62.0,6,Generated bug related to project feature development.
PROJ-925,Bug,To Do,Critical,alice,2027-05-28 06:25:21,,,7,Generated task related to project feature development.
PROJ-926,Epic,Done,Low,bob,2027-05-28 15:25:21,2027-06-06 02:25:21,31.0,6,Generated bug related to project feature development.
PROJ-927,Epic,In Progress,Critical,bob,2027-05-29 10:25:21,,,0,Generated bug related to project feature development.
PROJ-928,Task,To Do,High,eve,2027-05-30 21:25:21,,,19,Generated epic related to project feature development.
PROJ-929,Task,In Progress,Critical,bob,2027-05-31 05:25:21,,,7,Generated task related to project feature development.
PROJ-930,Task,Done,Critical,alice,2027-05-31 10:25:21,2027-06-04 21:25:21,68.0,7,Generated task related to project feature development.
PROJ-931,Story,Done,Medium,bob,2027-06-01 12:25:21,2027-06-08 21:25:21,50.0,10,Generated story related to project feature development.
PROJ-932,Story,Done,Critical,dave,2027-06-02 20:25:21,2027-06-07 19:25:21,89.0,1,Generated epic related to project feature development.
PROJ-933,Task,Done,Medium,eve,2027-06-03 13:25:21,2027-06-12 16:25:21,29.0,10,Generated epic related to project feature development.
PROJ-934,Story,Done,Medium,alice,2027-06-03 14:25:21,2027-06-13 11:25:21,112.0,3,Generated epic related to project feature development.
PROJ-935,Task,Done,Low,dave,2027-06-04 00:25:21,2027-06-06 16:25:21,26.0,18,Generated task related to project feature development.
PROJ-936,Story,Done,Low,dave,2027-06-05 04:25:21,2027-06-14 03:25:21,70.0,16,Generated bug related to project feature development.
PROJ-937,Epic,Done,Medium,dave,2027-06-06 03:25:21,2027-06-09 06:25:21,7.0,8,Generated bug related to project feature development.
PROJ-938,Task,Done,Medium,charlie,2027-06-06 05:25:21,2027-06-07 03:25:21,5.0,17,Generated story related to project feature development.
PROJ-939,Bug,Done,High,bob,2027-06-07 12:25:21,2027-06-09 03:25:21,118.0,16,Generated story related to project feature development.
PROJ-940,Epic,Done,Critical,dave,2027-06-08 15:25:21,2027-06-15 20:25:21,45.0,20,Generated bug related to project feature development.
PROJ-941,Task,Review,High,charlie,2027-06-09 04:25:21,,,14,Generated epic related to project feature development.
PROJ-942,Task,Done,Critical,dave,2027-06-10 05:25:21,2027-06-13 07:25:21,114.0,18,Generated bug related to project feature development.
PROJ-943,Epic,Done,Low,alice,2027-06-10 19:25:21,2027-06-15 04:25:21,3.0,6,Generated story related to project feature development.
PROJ-944,Story,Review,Low,alice,2027-06-11 18:25:21,,,4,Generated task related to project feature development.
PROJ-945,Task,Done,High,alice,2027-06-13 17:25:21,2027-06-23 12:25:21,35.0,16,Generated bug related to project feature development.
PROJ-946,Bug,Done,High,bob,2027-06-14 22:25:21,2027-06-23 19:25:21,48.0,7,Generated story related to project feature development.
PROJ-947,Story,Review,High,charlie,2027-06-16 21:25:21,,,15,Generated story related to project feature development.
PROJ-948,Task,Review,Low,bob,2027-06-18 05:25:21,,,5,Generated bug related to project feature development.
PROJ-949,Story,Done,Low,bob,2027-06-18 22:25:21,2027-06-26 03:25:21,76.0,18,Generated bug related to project feature development.
PROJ-950,Bug,Done,High,eve,2027-06-20 10:25:21,2027-06-24 03:25:21,117.0,16,Generated story related to project feature development.
PROJ-951,Bug,In Progress,Medium,alice,2027-06-21 00:25:21,,,2,Generated story related to project feature development.
PROJ-952,Story,Done,Critical,alice,2027-06-21 15:25:21,2027-06-28 11:25:21,47.0,5,Generated story related to project feature development.
PROJ-953,Bug,Done,Low,alice,2027-06-23 01:25:21,2027-06-23 21:25:21,14.0,6,Generated bug related to project feature development.
PROJ-954,Bug,To Do,Low,charlie,2027-06-24 07:25:21,,,12,Generated task related to project feature development.
PROJ-955,Story,Done,Medium,alice,2027-06-25 19:25:21,2027-06-26 08:25:21,100.0,19,Generated story related to project feature development.
PROJ-956,Bug,Done,Low,charlie,2027-06-26 03:25:21,2027-07-02 00:25:21,75.0,6,Generated story related to project feature development.
PROJ-957,Bug,Done,Critical,eve,2027-06-27 14:25:21,2027-06-30 10:25:21,115.0,5,Generated bug related to project feature development.
PROJ-958,Task,Done,Critical,dave,2027-06-29 00:25:21,2027-07-06 00:25:21,97.0,18,Generated epic related to project feature development.
PROJ-959,Task,Done,Medium,alice,2027-06-30 19:25:21,2027-07-02 23:25:21,63.0,5,Generated story related to project feature development.
PROJ-960,Bug,Done,High,alice,2027-07-01 02:25:21,2027-07-01 23:25:21,2.0,16,Generated task related to project feature development.
PROJ-961,Story,Done,Low,bob,2027-07-03 02:25:21,2027-07-03 21:25:21,63.0,18,Generated story related to project feature development.
PROJ-962,Story,Done,Low,alice,2027-07-04 08:25:21,2027-07-12 10:25:21,3.0,12,Generated story related to project feature development.
PROJ-963,Epic,Done,Medium,charlie,2027-07-06 07:25:21,,,4,Generated story related to project feature development.
PROJ-964,Story,Done,Critical,bob,2027-07-07 18:25:21,2027-07-13 04:25:21,67.0,10,Generated epic related to project feature development.
PROJ-965,Story,Done,High,charlie,2027-07-08 04:25:21,2027-07-09 05:25:21,70.0,8,Generated bug related to project feature development.
PROJ-966,Epic,Done,High,bob,2027-07-08 18:25:21,,,12,Generated epic related to project feature development.
PROJ-967,Story,Done,High,dave,2027-07-09 02:25:21,2027-07-13 13:25:21,95.0,14,Generated task related to project feature development.
PROJ-968,Story,Done,Medium,alice,2027-07-10 04:25:21,,,6,Generated bug related to project feature development.
PROJ-969,Epic,Done,Critical,charlie,2027-07-11 13:25:21,2027-07-18 04:25:21,97.0,9,Generated bug related to project feature development.
PROJ-970,Story,Done,Medium,eve,2027-07-13 11:25:21,2027-07-15 15:25:21,63.0,2,Generated epic related to project feature development.
PROJ-971,Story,Done,Low,eve,2027-07-15 08:25:21,2027-07-18 08:25:21,78.0,14,Generated story related to project feature development.
PROJ-972,Story,Done,Low,charlie,2027-07-17 08:25:21,2027-07-25 14:25:21,31.0,12,Generated epic related to project feature development.
PROJ-973,Task,Done,Low,charlie,2027-07-18 09:25:21,2027-07-25 04:25:21,64.0,15,Generated epic related to project feature development.
PROJ-974,Epic,Done,High,dave,2027-07-19 14:25:21,2027-07-27 23:25:21,52.0,13,Generated task related to project feature development.
PROJ-975,Story,In Progress,Critical,charlie,2027-07-20 13:25:21,,,7,Generated story related to project feature development.
PROJ-976,Story,Done,High,eve,2027-07-22 06:25:21,2027-08-01 00:25:21,112.0,2,Generated bug related to project feature development.
PROJ-977,Story,Done,Medium,charlie,2027-07-23 12:25:21,2027-07-24 04:25:21,83.0,18,Generated epic related to project feature development.
PROJ-978,Task,Done,Medium,eve,2027-07-23 20:25:21,2027-07-31 00:25:21,65.0,4,Generated bug related to project feature development.
PROJ-979,Task,Done,Critical,alice,2027-07-25 16:25:21,2027-08-01 17:25:21,47.0,7,Generated bug related to project feature development.
PROJ-980,Epic,Done,High,bob,2027-07-26 03:25:21,2027-08-03 21:25:21,108.0,9,Generated task related to project feature development.
PROJ-981,Task,Done,Low,eve,2027-07-26 10:25:21,,,19,Generated story related to project feature development.
PROJ-982,Bug,Done,Critical,eve,2027-07-27 07:25:21,2027-08-01 01:25:21,32.0,16,Generated bug related to project feature development.
PROJ-983,Story,Review,Critical,alice,2027-07-29 00:25:21,,,3,Generated task related to project feature development.
PROJ-984,Epic,Done,Low,eve,2027-07-29 06:25:21,,,15,Generated task related to project feature development.
PROJ-985,Epic,Done,Low,dave,2027-07-30 20:25:21,2027-08-05 22:25:21,41.0,7,Generated bug related to project feature development.
PROJ-986,Bug,Done,High,eve,2027-07-31 03:25:21,2027-07-31 17:25:21,33.0,7,Generated epic related to project feature development.
PROJ-987,Bug,Done,High,dave,2027-07-31 15:25:21,2027-08-03 15:25:21,3.0,4,Generated epic related to project feature development.
PROJ-988,Bug,Done,Low,eve,2027-08-01 17:25:21,,,7,Generated bug related to project feature development.
PROJ-989,Epic,Done,Low,eve,2027-08-02 08:25:21,2027-08-10 21:25:21,74.0,15,Generated epic related to project feature development.
PROJ-990,Epic,Done,Critical,bob,2027-08-04 01:25:21,2027-08-07 08:25:21,55.0,2,Generated epic related to project feature development.
PROJ-991,Task,Done,High,eve,2027-08-05 00:25:21,2027-08-11 23:25:21,66.0,3,Generated bug related to project feature development.
PROJ-992,Epic,Done,Critical,alice,2027-08-05 15:25:21,2027-08-06 02:25:21,31.0,19,Generated bug related to project feature development.
PROJ-993,Story,Done,Low,eve,2027-08-06 04:25:21,2027-08-12 11:25:21,6.0,14,Generated epic related to project feature development.
PROJ-994,Epic,Review,High,dave,2027-08-08 02:25:21,,,3,Generated bug related to project feature development.
PROJ-995,Epic,Done,Critical,bob,2027-08-08 07:25:21,2027-08-09 20:25:21,26.0,1,Generated story related to project feature development.
PROJ-996,Epic,Review,Critical,alice,2027-08-09 19:25:21,,,8,Generated bug related to project feature development.
PROJ-997,Bug,Done,Medium,dave,2027-08-10 09:25:21,2027-08-11 03:25:21,105.0,7,Generated bug related to project feature development.
PROJ-998,Story,In Progress,Low,bob,2027-08-11 14:25:21,,,8,Generated bug related to project feature development.
PROJ-999,Story,Done,Medium,charlie,2027-08-13 03:25:21,,,11,Generated bug related to project feature development.
PROJ-1000,Story,Review,Critical,charlie,2027-08-13 11:25:21,,,7,Generated story related to project feature development.
